run_id,model,augment,seed,split,auc,eer,tpr_at_1pct_fpr,tpr_at_01pct_fpr
efficientvit_aug-none_seed0,efficientvit,none,0,val,0.934030804998547,0.1379976750944493,0.44086021505376344,0.44086021505376344
efficientvit_aug-none_seed0,efficientvit,none,0,test,0.9482554312047401,0.12472021066491112,0.4857142857142857,0.4857142857142857
efficientvit_aug-none_seed0,efficientvit,none,0,ood,0.7852542372881355,0.2840677966101695,0.1271186440677966,0.1271186440677966
specttra_alpha_aug-none_seed0,specttra_alpha,none,0,val,0.693010752688172,0.3487939552455681,0.03118279569892473,0.03118279569892473
specttra_alpha_aug-none_seed0,specttra_alpha,none,0,test,0.7135615536537195,0.3265964450296247,0.10204081632653061,0.10204081632653061
specttra_alpha_aug-none_seed0,specttra_alpha,none,0,ood,0.7908474576271186,0.2840677966101695,0.00847457627118644,0.00847457627118644
specttra_beta_aug-none_seed0,specttra_beta,none,0,val,0.6855855855855856,0.34042429526300494,0.001075268817204301,0.001075268817204301
specttra_beta_aug-none_seed0,specttra_beta,none,0,test,0.7239631336405529,0.3255760368663595,0.21224489795918366,0.21224489795918366
specttra_beta_aug-none_seed0,specttra_beta,none,0,ood,0.7798305084745762,0.2655932203389831,0.11864406779661017,0.11864406779661017
specttra_gamma_aug-none_seed0,specttra_gamma,none,0,val,0.7074687590816623,0.32237721592560303,0.012903225806451613,0.012903225806451613
specttra_gamma_aug-none_seed0,specttra_gamma,none,0,test,0.755299539170507,0.3245556287030942,0.02857142857142857,0.02857142857142857
specttra_gamma_aug-none_seed0,specttra_gamma,none,0,ood,0.8520338983050848,0.2244067796610169,0.025423728813559324,0.025423728813559324
